Sample	Accession	bases_covered_1x	bases_covered_10x	Per_cov_1x	Per_cov_10x	Reads_mapped	Library_Size	Num_MM_reads	percent_MM	unique_reads	percent_mapped	Genome_Length	mean_depth_mapped	max_depth	median_depth	TPM	EffectiveLength	Salmon_TPM	Salmon_read_number	Sequence_length	Sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	GU017903.2	1080	65	14.34	0.86	48	1287163	16	33.3333333333333	32	0.00372913143090658	7529	3.515	17	2	95.3144675312509	9402.471	58.38485	8.295	7529	Norovirus Hu/GII.14/8533/Maizuru/2008/JPN, complete genome	683855	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII.14/8533/Maizuru/2008/JPN	Norovirus Hu/GII.14/8533/Maizuru/2008/JPN
NT1_HybCap_S152712_trimmed_host_filtered_mapped	GU345042.1	2212	575	31.76	8.26	271	1287163	0	0	271	0.0210540545369934	6965	11.792	82	5	581.705347145236	5748.931	276.277424	24	6965	Hepatitis E virus rat/R63/DEU/2009, complete genome	879096	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Rocahepevirus	Rocahepevirus ratti	Hepatitis E virus rat/R63/DEU/2009	Hepatitis E virus rat/R63/DEU/2009
NT1_HybCap_S152712_trimmed_host_filtered_mapped	GU991355.1	6542	2799	86.72	37.1	844	1287163	62	7.34597156398104	782	0.0655705609934406	7544	11.898	88	8	1672.61371172486	9145.514	758.994898	104.888	7544	Norovirus Hu/Shanghai/SH312/2009/CHN, complete genome	756497	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/Shanghai/SH312/2009/CHN	Norovirus Hu/Shanghai/SH312/2009/CHN
NT1_HybCap_S152712_trimmed_host_filtered_mapped	HM011556.1	4663	829	86.56	15.39	299	1287163	0	0	299	0.0232293812050222	5387	6.304	31	5	829.810830033698	6683.551	1346.789074	136.015	5387	Merkel cell polyomavirus isolate R17b, complete genome	493803	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quintihominis	Merkel cell polyomavirus	Merkel cell polyomavirus
NT1_HybCap_S152712_trimmed_host_filtered_mapped	HM011560.1	969	0	19.67	0	24	1287163	0	0	24	0.00186456571545329	4926	2.44	8	2	72.8402990299216	6576.372	80.78673	8.028	4926	Polyomavirus HPyV6 isolate 607a, complete genome	746830	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Deltapolyomavirus	Deltapolyomavirus sextihominis	Human polyomavirus 6	Human polyomavirus 6
NT1_HybCap_S152712_trimmed_host_filtered_mapped	HM590588.1	939	1	39.4	0.04	37	1287163	0	0	37	0.00287453881132382	2383	3.785	10	3	232.130692785557	2362.82	252.076893	9	2383	Avian gyrovirus 2, complete genome	1002273	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gyrovirus	Gyrovirus galga1	Avian gyrovirus 2	Avian gyrovirus 2
NT1_HybCap_S152712_trimmed_host_filtered_mapped	HQ625441.1	2271	0	29.4	0	60	1287163	0	0	60	0.00466141428863322	7724	2.576	6	2	116.135199709151	8949.234	125.874016	17.022	7724	Rattus norvegicus papillomavirus 2, complete genome	1036965	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Iotapapillomavirus	Iotapapillomavirus 1	Rattus norvegicus papillomavirus 2	Rattus norvegicus papillomavirus 2
NT1_HybCap_S152712_trimmed_host_filtered_mapped	J02226.1	4941	4463	96.32	87	1724	1287163	0	0	1724	0.133937970560061	5130	34.173	163	28	5024.29096530932	7004.894	5698.081364	603.127	5130	JC virus complete genome	10632	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus secuhominis	JC polyomavirus	JC polyomavirus
NT1_HybCap_S152712_trimmed_host_filtered_mapped	JF742759.1	5019	1625	82.02	26.56	522	1287163	0	0	522	0.040554304311109	6119	10.022	51	6	1275.39566239832	8057.225	1186.387389	144.441	6119	Astrovirus MLB2 isolate MLB2/human/Stl/WD0559/2008, complete genome	683172	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Astrovirus MLB2	unclassified Astrovirus MLB2 subspecies/strain	unclassified Astrovirus MLB2 strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	JN379039.1	1700	27	21.8	0.35	74	1287163	15	20.2702702702703	59	0.00574907762264764	7798	3.404	13	2	141.874183356754	7245.001	29.73554	3.255	7798	Salivirus CH, complete genome	1330996	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	Salivirus CH	Salivirus CH
NT1_HybCap_S152712_trimmed_host_filtered_mapped	JQ326209.1	8045	92	22.89	0.26	363	1287163	168	46.2809917355372	195	0.028201556446231	35153	2.861	10	2	154.382872285398	29141.381	182.061276	80.169	35153	Human adenovirus 19, complete genome	28278	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	Human adenovirus 19	Human adenovirus 19
NT1_HybCap_S152712_trimmed_host_filtered_mapped	JQ388274.1	5387	1804	70.04	23.46	532	1287163	60	11.2781954887218	472	0.0413312066925479	7691	8.748	47	6	1034.15040592566	9305.488	441.224327	62.041	7691	Norovirus Hu/GI.6/Kingston/ACT160D/2010/AU, complete genome	1173217	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GI.6/Kingston/ACT160D/2010/AU	Norovirus Hu/GI.6/Kingston/ACT160D/2010/AU
NT1_HybCap_S152712_trimmed_host_filtered_mapped	JQ864242.1	1584	73	18.57	0.86	66	1287163	14	21.2121212121212	52	0.00512755571749654	8530	3.121	11	2	115.677738664576	10924.891	98.319474	16.231	8530	Cardiovirus C1 isolate BCV-1 polyprotein gene, complete cds	2034827	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cardiovirus	Cardiovirus C	cardiovirus C1	cardiovirus C1
NT1_HybCap_S152712_trimmed_host_filtered_mapped	JQ911594.1	1065	109	13.84	1.42	43	1287163	7	16.2790697674419	36	0.00334068024018714	7696	3.45	12	2	83.5330391324494	9628.489	6.902227	1.004	7696	Norovirus Hu/GI/10360/2010/VNM, complete genome	1175308	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GI/10360/2010/VNM	Norovirus Hu/GI/10360/2010/VNM
NT1_HybCap_S152712_trimmed_host_filtered_mapped	JX857868.1	1971	76	29.95	1.15	57	1287163	0	0	57	0.00442834357420156	6581	2.714	16	2	129.490482970037	8986.92	95.731244	13	6581	Astrovirus VA3 isolate VA3/human/Vellore/28054/2005, complete genome	683174	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Astrovirus VA3	unclassified Astrovirus VA3 subspecies/strain	unclassified Astrovirus VA3 strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KF039910.1	5029	1560	74.04	22.97	708	1287163	267	37.7118644067797	441	0.055004688605872	6792	9.395	55	5	1558.44136250458	9599.561	789.544573	114.527	6792	Human astrovirus 2 isolate Rus-Nsc05-430, complete genome	12701	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 2	Human astrovirus 2
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KF294380.2	4172	80	14.5	0.28	122	1287163	0	0	122	0.00947820905355421	28763	2.932	11	2	63.4133264214008	39522.281	78.704869	47.003	28763	Lucheng Rn rat coronavirus isolate Lucheng-19, complete genome	1508224	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Lucheng Rn rat coronavirus	unclassified Lucheng Rn rat coronavirus subspecies/strain	unclassified Lucheng Rn rat coronavirus strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KF306212.1	3904	37	50.44	0.48	142	1287163	1	0.704225352112676	141	0.011032013816432	7740	3.486	12	3	274.285133769584	9448.924	385.213554	55	7740	Norovirus Hu/GI.2/Jingzhou/2013401/CHN, complete genome	1406147	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GI.2/Jingzhou/2013401/CHN	Norovirus Hu/GI.2/Jingzhou/2013401/CHN
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KF306214.1	3952	1742	51.97	22.91	2222	1287163	1422	63.996399639964	800	0.172627709155717	7605	26.793	222	8	4368.17191285085	9301.715	1631.149333	229.264	7605	Norovirus Hu/GII.4/Jingzhou/2013403/CHN, complete genome	1406149	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII.4/Jingzhou/2013403/CHN	Norovirus Hu/GII.4/Jingzhou/2013403/CHN
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KF374704.1	2950	755	43.51	11.14	287	1287163	26	9.05923344947735	261	0.0222970983472956	6780	8.748	47	5	632.859186560595	8287.695	379.721582	47.553	6780	Feline astrovirus Viseu, complete genome	1413815	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Feline astrovirus 2	Feline astrovirus Viseu	Feline astrovirus Viseu
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KF499111.1	3137	413	46.17	6.08	219	1287163	68	31.0502283105023	151	0.0170141621535113	6795	4.789	42	2	481.847421827847	8305.272	361.311832	45.343	6795	Feline astrovirus 2 strain 1637F, complete genome	1389204	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Feline astrovirus 2	unclassified Feline astrovirus 2 subspecies/strain	unclassified Feline astrovirus 2 strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KF533720.2	1892	0	37.88	0	40	1287163	0	0	40	0.00310760952575548	4995	2.124	4	2	119.723494501633	6919.836	47.818444	5	4995	Carrot torradovirus 1 isolate CTV-1_RNA2_H6 ORF1 and polyprotein genes, complete cds	1425364	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Torradovirus	Carrot torradovirus 1	unclassified Carrot torradovirus 1 subspecies/strain	unclassified Carrot torradovirus 1 strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KF840469.1	989	668	63.19	42.68	1743	1287163	599	34.3660355708548	1144	0.135414085084795	1565	123.986	902	21	16650.9083758331	1819.334	18342.828284	504.263	1565	Influenza A virus (A/swine/London/Scholtissek lab(H1N1)) segment 5 nucleocapsid protein (NP) gene, complete cds	1420875	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/London/Scholtissek lab(H1N1))	Influenza A virus (A/swine/London/Scholtissek lab(H1N1))
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KF859964.1	932	0	14.17	0	24	1287163	0	0	24	0.00186456571545329	6577	2.589	6	3	54.5554679977792	9178.634	43.294747	6.005	6577	Human astrovirus BF34, complete genome	1518575	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Burkina Faso astrovirus	Human astrovirus BF34	Human astrovirus BF34
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KJ196295.1	5342	1658	70.82	21.98	514	1287163	31	6.03112840466926	483	0.0399327824059579	7543	8.937	94	4	1018.7647205632	9358.515	777.367441	109.929	7543	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi, complete genome	1529923	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KJ206566.1	1248	85	44.01	3	41	1287163	0	0	41	0.00318529976389937	2836	3.244	14	2	216.138690554142	3599.632	239.004721	13	2836	Human circovirus VS6600022, complete genome	1525173	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Human circovirus VS6600022	unclassified Human circovirus VS6600022 subspecies/strain	unclassified Human circovirus VS6600022 strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KJ417134.1	2740	548	91.95	18.39	158	1287163	0	0	158	0.0122750576267341	2980	5.584	18	4	792.675999124444	3591.911	802.537914	43.558	2980	Porcine stool-associated circular virus 4 isolate CP2, complete genome	1475062	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Porcine stool-associated circular virus 4	unclassified Porcine stool-associated circular virus 4 subspecies/strain	unclassified Porcine stool-associated circular virus 4 strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KJ541167.1	1197	114	16.24	1.55	58	1287163	0	0	58	0.00450603381234545	7371	4.88	23	3	117.640393406824	9623.586	103.151509	15	7371	Coxsackievirus A6 isolate 1232/SH/CHN/2010, complete genome	86107	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A	Coxsackievirus A6	Coxsackievirus A6
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KM023140.1	7164	1668	89.57	20.86	478	1287163	3	0.627615062761506	475	0.037135933832778	7998	6.439	28	5	893.514043220317	6798.581	1527.817833	156.953	7998	Salivirus FHB, complete genome	1547495	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus FHB	unclassified Salivirus FHB subspecies/strain	unclassified Salivirus FHB strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KP298674.1	6792	2853	91.43	38.4	1015	1287163	236	23.2512315270936	779	0.0788555917160453	7429	11.864	115	7	2042.63406199082	9002.782	889.295593	120.977	7429	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome	1652048	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KP404149.1	2199	378	33.23	5.71	124	1287163	0	0	124	0.00963358952984199	6617	5.43	33	3	280.166004323792	9205.69	209.345609	29.121	6617	Canine astrovirus strain Gillingham/2012/UK, complete genome	1157338	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Canine astrovirus	unclassified Canine astrovirus subspecies/strain	unclassified Canine astrovirus strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KT327081.1	7430	7233	99.85	97.2	5508	1287163	191	3.46768336964415	5317	0.427917831696529	7441	70.676	394	48	11066.6840933221	9009.842	10550.696381	1436.406	7441	Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome	1807764	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/G1/Zhejiang1/China/2014	Sapovirus Hu/G1/Zhejiang1/China/2014
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KU727766.1	5088	4598	98.49	89.01	1711	1287163	0	0	1711	0.132927997464191	5166	32.996	85	32	4951.65631516651	6396.637	5631.641263	544.334	5166	Parus major densovirus isolate PmDNV-JL, complete genome	1907771	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parus major densovirus	unclassified Parus major densovirus subspecies/strain	unclassified Parus major densovirus strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KX384958.1	5198	141	14.75	0.4	138	1287163	0	0	138	0.0107212528638564	35250	2.529	13	2	58.5295049609366	39787.959	71.636815	43.069	35250	Human adenovirus B3 strain T382/Ft Jackson South Carolina USA/2002, complete genome	45659	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	Human adenovirus B3	Human adenovirus B3
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KX396056.1	1260	129	16.25	1.66	78	1287163	22	28.2051282051282	56	0.00605983857522318	7753	4.442	17	3	150.411036672195	9433.248	7.065639	1.007	7753	Primate norovirus strain SimianNoV-nj, complete genome	1903318	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Primate norovirus	unclassified Primate norovirus subspecies/strain	unclassified Primate norovirus strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KX431437.1	1472	0	19.46	0	30	1287163	0	0	30	0.00233070714431661	7563	2.05	7	2	59.3037341368164	9239.36	28.650972	4	7563	Sapporo virus isolate Hu/GV/0003/Sollentuna/2016/SWE, complete genome	95342	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	unclassified Sapporo virus subspecies/strain	unclassified Sapporo virus strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KX783423.1	2423	115	27.11	1.29	94	1287163	9	9.57446808510638	85	0.00730288238552538	8938	3.347	12	2	157.23252509888	10462.875	18.975422	3	8938	Rosavirus B strain RNCW0602091R polyprotein gene, complete cds	1902501	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Rosavirus	Rosavirus B	unclassified Rosavirus B subspecies/strain	unclassified Rosavirus B strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KX868289.2	1690	0	5.02	0	46	1287163	6	13.0434782608696	40	0.0035737509546188	33676	2.425	6	2	20.4217152657977	44957.366	14.972349	10.171	33676	Human adenovirus 12 isolate GyK010, complete genome	28282	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	Human adenovirus 12	Human adenovirus 12
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KY040274.1	2313	140	1.2	0.07	1023	1287163	966	94.4281524926686	57	0.0794771136211964	192183	8.436	155	2	79.5821285833654	98122.826	25.243653	37.428	192183	Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome	10281	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 2	Molluscum contagiosum virus subtype 2
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KY040275.1	5498	213	2.92	0.11	228	1287163	114	50	114	0.0177133742968062	188253	2.563	14	2	18.1070552591632	105068.428	36.922809	58.62	188253	Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome	10280	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 1	Molluscum contagiosum virus subtype 1
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KY316160.1	33453	29083	97.9	85.12	9073	1287163	394	4.34255483302105	8679	0.704883530679487	34169	25.64	174	19	3969.84479479829	40192.524	3934.831591	2389.737	34169	Human adenovirus 41 isolate SH/2015/D16, complete genome	10524	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	Human adenovirus 41	Human adenovirus 41
NT1_HybCap_S152712_trimmed_host_filtered_mapped	KY934262.1	5710	1445	73.41	18.58	461	1287163	73	15.8351409978308	388	0.0358151997843319	7778	6.867	39	5	886.110478823083	9773.912	352.637713	52.081	7778	Norovirus GI isolate 0304-19, complete genome	122928	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI	Norovirus GI
NT1_HybCap_S152712_trimmed_host_filtered_mapped	L13745.1	2707	727	39.65	10.65	438	1287163	194	44.2922374429224	244	0.0340283243070225	6828	9.987	72	4	959.037267522032	9594.632	255.928093	37.104	6828	Human astrovirus serotype 2, complete sequence of genomic RNA	1868658	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Human astrovirus	unclassified Human astrovirus subspecies/strain	unclassified Human astrovirus strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	L19443.1	17537	1791	51.26	5.23	1004	1287163	268	26.6932270916335	736	0.0780009990964625	34214	4.657	43	3	438.717287116238	39676.443	366.362035	219.645	34214	Human adenovirus F, complete genome	130309	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	unclassified Human mastadenovirus F subspecies/strain	unclassified Human mastadenovirus F strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	LC190463.1	662	46	8.89	0.62	33	1287163	11	33.3333333333333	22	0.00256377785874827	7448	3.387	11	1	66.2413473958669	8732.344	15.15725	2	7448	Sapovirus Hu/GII/JP/2010/Kashiwa1 genomic RNA, complete genome, strain: Kashiwa 1	1907585	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GII/JP/2010/Kashiwa1	Sapovirus Hu/GII/JP/2010/Kashiwa1
NT1_HybCap_S152712_trimmed_host_filtered_mapped	LN827554.1	9206	89	5.55	0.05	396	1287163	343	86.6161616161616	53	0.0307653343049792	165750	2.23	15	2	35.7187732419487	159700.547	12.086142	29.166	165750	Human herpesvirus 4 genome assembly AFB1b, segment : I	10376	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	unclassified Human gammaherpesvirus 4 subspecies/strain	unclassified Human gammaherpesvirus 4 strain
NT1_HybCap_S152712_trimmed_host_filtered_mapped	LN854563.1	2005	185	26.05	2.4	82	1287163	11	13.4146341463415	71	0.00637059952779873	7697	3.417	27	2	159.274867198012	9871.441	97.459009	14.537	7697	Norovirus GI/Hu/NL/2011/GI.4/Groningen, complete genome	1665644	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI/Hu/NL/2011/GI.4/Groningen	Norovirus GI/Hu/NL/2011/GI.4/Groningen
